pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
87,19,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T2.MEASUREMENT_VALUE_11 > 2,SELECT DISTINCT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE player.Events_number > 2
88,20,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 WHERE T1.DESCRIPTIVE_ATTRIBUTE_2 = ""Sam Allardyce""","SELECT player.Name FROM club JOIN player ON club.Club_ID = player.Club_ID WHERE club.Name = ""Sam Allardyce"""
89,21,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.DESCRIPTIVE_ATTRIBUTE_8 FROM T2 JOIN T1 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_2 = 'Sam Allardyce',SELECT player.Name FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name = 'Sam Allardyce'
90,24,soccer_3,soccer_3,,,False,1,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, count(*) FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2","SELECT club.Name, count(*) FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name"
91,25,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, COUNT(DISTINCT T2.IDENTIFIER_PRIMARY_7) FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_13 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2","SELECT club.Name, COUNT(DISTINCT player.Player_ID) FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Name"
92,38,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.MEASUREMENT_VALUE_11 FROM T2 JOIN T1 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_2 = ""Australia"" OR T1.DESCRIPTIVE_ATTRIBUTE_2 = ""Zimbabwe""","SELECT player.Events_number FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name = ""Australia"" OR club.Name = ""Zimbabwe"""
93,39,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.MEASUREMENT_VALUE_11 FROM T2 JOIN T1 ON T2.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_2 IN ('Australia', 'Zimbabwe')","SELECT player.Events_number FROM player JOIN club ON player.Club_ID = club.Club_ID WHERE club.Name IN ('Australia', 'Zimbabwe')"
94,42,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T4.IDENTIFIER_PRIMARY_14, T4.DESCRIPTIVE_ATTRIBUTE_17, COUNT(T5.IDENTIFIER_PRIMARY_18) FROM T4 JOIN T5 ON T4.IDENTIFIER_PRIMARY_14 = T5.IDENTIFIER_REFERENCE_19 GROUP BY T4.IDENTIFIER_PRIMARY_14, T4.DESCRIPTIVE_ATTRIBUTE_17 HAVING COUNT(T5.IDENTIFIER_PRIMARY_18) > 0","SELECT Order_Items.order_item_id, Order_Items.order_item_status_code, COUNT(Shipments.shipment_id) FROM Order_Items JOIN Shipments ON Order_Items.order_item_id = Shipments.order_id GROUP BY Order_Items.order_item_id, Order_Items.order_item_status_code HAVING COUNT(Shipments.shipment_id) > 0"
95,43,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T3.IDENTIFIER_PRIMARY_10, T3.DESCRIPTIVE_ATTRIBUTE_12, COUNT(T4.IDENTIFIER_PRIMARY_14) AS product_count FROM T3 LEFT JOIN T4 ON T3.IDENTIFIER_PRIMARY_10 = T4.IDENTIFIER_REFERENCE_16 GROUP BY T3.IDENTIFIER_PRIMARY_10, T3.DESCRIPTIVE_ATTRIBUTE_12","SELECT Orders.order_id, Orders.order_status_code, COUNT(Order_Items.order_item_id) AS product_count FROM Orders LEFT JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.order_id, Orders.order_status_code"
96,50,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T4.IDENTIFIER_PRIMARY_14, T3.CHRONOLOGICAL_MARKER_13 FROM T4 JOIN T3 ON T4.IDENTIFIER_REFERENCE_16 = T3.IDENTIFIER_PRIMARY_10 JOIN T6 ON T4.IDENTIFIER_PRIMARY_14 = T6.IDENTIFIER_REFERENCE_24 GROUP BY T4.IDENTIFIER_PRIMARY_14, T3.CHRONOLOGICAL_MARKER_13 HAVING COUNT(T6.IDENTIFIER_PRIMARY_23) >= 2","SELECT Order_Items.order_item_id, Orders.date_order_placed FROM Order_Items JOIN Orders ON Order_Items.order_id = Orders.order_id JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id GROUP BY Order_Items.order_item_id, Orders.date_order_placed HAVING COUNT(Shipment_Items.shipment_id) >= 2"
97,51,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T5.IDENTIFIER_PRIMARY_18, T5.CHRONOLOGICAL_MARKER_22 FROM T5 GROUP BY T5.IDENTIFIER_PRIMARY_18, T5.CHRONOLOGICAL_MARKER_22 HAVING COUNT(*) >= 2","SELECT Shipments.shipment_id, Shipments.shipment_date FROM Shipments GROUP BY Shipments.shipment_id, Shipments.shipment_date HAVING COUNT(*) >= 2"
98,60,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, COUNT(T3.IDENTIFIER_PRIMARY_11) FROM T1 JOIN T2 ON T2.IDENTIFIER_REFERENCE_8 = T1.IDENTIFIER_PRIMARY_1 JOIN T3 ON T3.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_7 GROUP BY T1.DESCRIPTIVE_ATTRIBUTE_2","SELECT Customers.gender_code, COUNT(Order_Items.order_item_id) FROM Customers JOIN Orders ON Orders.customer_id = Customers.customer_id JOIN Order_Items ON Order_Items.order_id = Orders.order_id GROUP BY Customers.gender_code"
99,61,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.IDENTIFIER_REFERENCE_2, COUNT(*) FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_7 GROUP BY T1.IDENTIFIER_REFERENCE_2","SELECT Orders.customer_id, COUNT(*) FROM Orders JOIN Order_Items ON Orders.order_id = Order_Items.order_id GROUP BY Orders.customer_id"
100,62,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.DESCRIPTIVE_ATTRIBUTE_3, T1.DESCRIPTIVE_ATTRIBUTE_5, T2.TEXT_FIELD_8 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_7","SELECT Customers.gender_code, Customers.customer_first_name, Customers.customer_last_name, Customer_Payment_Methods.payment_method_code FROM Customers JOIN Customer_Payment_Methods ON Customers.customer_id = Customer_Payment_Methods.customer_id"
101,63,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_2, DESCRIPTIVE_ATTRIBUTE_3, DESCRIPTIVE_ATTRIBUTE_5, DESCRIPTIVE_ATTRIBUTE_6 FROM T1","SELECT gender_code, customer_first_name, customer_last_name, login_name FROM Customers"
102,64,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.DESCRIPTIVE_ATTRIBUTE_6, T2.CHRONOLOGICAL_MARKER_7, T4.CHRONOLOGICAL_MARKER_16 FROM T2 JOIN T4 ON T2.IDENTIFIER_PRIMARY_4 = T4.IDENTIFIER_REFERENCE_13","SELECT Orders.order_status_code, Orders.date_order_placed, Shipments.shipment_date FROM Orders JOIN Shipments ON Orders.order_id = Shipments.order_id"
103,65,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.DESCRIPTIVE_ATTRIBUTE_6, T2.CHRONOLOGICAL_MARKER_7, T4.CHRONOLOGICAL_MARKER_16 FROM T2 LEFT JOIN T4 ON T2.IDENTIFIER_PRIMARY_4 = T4.IDENTIFIER_REFERENCE_13","SELECT Orders.order_status_code, Orders.date_order_placed, Shipments.shipment_date FROM Orders LEFT JOIN Shipments ON Orders.order_id = Shipments.order_id"
104,68,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T4.MEASUREMENT_VALUE_15, T2.DESCRIPTIVE_ATTRIBUTE_6 FROM T4 JOIN T2 ON T4.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_4 WHERE T4.MEASUREMENT_VALUE_15 IS NOT NULL AND T2.DESCRIPTIVE_ATTRIBUTE_6 IS NOT NULL","SELECT Shipments.shipment_tracking_number, Orders.order_status_code FROM Shipments JOIN Orders ON Shipments.order_id = Orders.order_id WHERE Shipments.shipment_tracking_number IS NOT NULL AND Orders.order_status_code IS NOT NULL"
105,69,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T4.MEASUREMENT_VALUE_15, T2.DESCRIPTIVE_ATTRIBUTE_6 FROM T4 JOIN T2 ON T4.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_4 WHERE T4.MEASUREMENT_VALUE_15 IS NOT NULL","SELECT Shipments.shipment_tracking_number, Orders.order_status_code FROM Shipments JOIN Orders ON Shipments.order_id = Orders.order_id WHERE Shipments.shipment_tracking_number IS NOT NULL"
106,84,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_2, DESCRIPTIVE_ATTRIBUTE_3 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_4 LIKE '+12%'","SELECT customer_first_name, customer_last_name FROM Customers WHERE login_name LIKE '+12%'"
107,85,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_2, TEXT_FIELD_5 FROM T1 WHERE TEXT_FIELD_3 LIKE '+12%'","SELECT customer_first_name, login_password FROM Customers WHERE customer_middle_initial LIKE '+12%'"
108,86,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT MEASUREMENT_VALUE_6 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_3 LIKE '%Dell%',SELECT product_size FROM Products WHERE product_name LIKE '%Dell%'
109,87,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.MEASUREMENT_VALUE_6 FROM T1 WHERE T1.DESCRIPTIVE_ATTRIBUTE_3 LIKE '%Dell%',SELECT Products.product_size FROM Products WHERE Products.product_name LIKE '%Dell%'
110,94,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_8, CHRONOLOGICAL_MARKER_13 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_5 = T3.IDENTIFIER_REFERENCE_10","SELECT order_item_status_code, shipment_date FROM Order_Items JOIN Shipments ON Order_Items.order_item_id = Shipments.order_id"
111,95,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.DESCRIPTIVE_ATTRIBUTE_8, T3.CHRONOLOGICAL_MARKER_13 FROM T2 JOIN T3 ON T3.IDENTIFIER_REFERENCE_10 = T2.IDENTIFIER_REFERENCE_6","SELECT Order_Items.order_item_status_code, Shipments.shipment_date FROM Order_Items JOIN Shipments ON Shipments.order_id = Order_Items.product_id"
112,96,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_3, DESCRIPTIVE_ATTRIBUTE_4, DESCRIPTIVE_ATTRIBUTE_5 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'USA'","SELECT email_address, address_line_1, town_city FROM Customers WHERE customer_first_name = 'USA'"
113,97,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_3, DESCRIPTIVE_ATTRIBUTE_4, DESCRIPTIVE_ATTRIBUTE_5 FROM T1 WHERE DESCRIPTIVE_ATTRIBUTE_2 = 'United States'","SELECT email_address, address_line_1, town_city FROM Customers WHERE customer_first_name = 'United States'"
114,112,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_3 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_10 JOIN T4 ON T3.IDENTIFIER_PRIMARY_9 = T4.IDENTIFIER_REFERENCE_14 GROUP BY T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_3 HAVING COUNT(T4.IDENTIFIER_PRIMARY_13) > 3","SELECT Products.product_id, Products.product_name FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id JOIN Shipment_Items ON Order_Items.order_item_id = Shipment_Items.order_item_id GROUP BY Products.product_id, Products.product_name HAVING COUNT(Shipment_Items.shipment_id) > 3"
115,113,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_3 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_12 GROUP BY T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_3 HAVING COUNT(*) > 3","SELECT Products.product_id, Products.product_name FROM Products JOIN Order_Items ON Products.product_id = Order_Items.product_id GROUP BY Products.product_id, Products.product_name HAVING COUNT(*) > 3"
116,114,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.IDENTIFIER_PRIMARY_4, T2.CHRONOLOGICAL_MARKER_7 FROM T2 JOIN T4 ON T2.IDENTIFIER_PRIMARY_4 = T4.IDENTIFIER_REFERENCE_13 GROUP BY T2.IDENTIFIER_PRIMARY_4, T2.CHRONOLOGICAL_MARKER_7 HAVING COUNT(T4.IDENTIFIER_PRIMARY_12) >= 2","SELECT Orders.order_id, Orders.date_order_placed FROM Orders JOIN Shipments ON Orders.order_id = Shipments.order_id GROUP BY Orders.order_id, Orders.date_order_placed HAVING COUNT(Shipments.shipment_id) >= 2"
117,115,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T4.IDENTIFIER_PRIMARY_12, T4.CHRONOLOGICAL_MARKER_16 FROM T4 JOIN T5 ON T4.IDENTIFIER_PRIMARY_12 = T5.IDENTIFIER_PRIMARY_17 JOIN T3 ON T5.IDENTIFIER_REFERENCE_18 = T3.IDENTIFIER_PRIMARY_8 GROUP BY T4.IDENTIFIER_PRIMARY_12, T4.CHRONOLOGICAL_MARKER_16 HAVING COUNT(DISTINCT T3.IDENTIFIER_PRIMARY_8) >= 2","SELECT Shipments.shipment_id, Shipments.shipment_date FROM Shipments JOIN Shipment_Items ON Shipments.shipment_id = Shipment_Items.shipment_id JOIN Order_Items ON Shipment_Items.order_item_id = Order_Items.order_item_id GROUP BY Shipments.shipment_id, Shipments.shipment_date HAVING COUNT(DISTINCT Order_Items.order_item_id) >= 2"
118,116,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT MEASUREMENT_VALUE_4, CHRONOLOGICAL_MARKER_5 FROM T1","SELECT shipment_tracking_number, shipment_date FROM Shipments"
119,117,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.IDENTIFIER_PRIMARY_1, T1.CHRONOLOGICAL_MARKER_4 FROM T1","SELECT Orders.order_id, Orders.date_order_placed FROM Orders"
120,121,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DESCRIPTIVE_ATTRIBUTE_2 FROM T1 WHERE IDENTIFIER_PRIMARY_1 IN (SELECT IDENTIFIER_REFERENCE_15 FROM T4 ORDER BY IDENTIFIER_PRIMARY_14 LIMIT 1),SELECT Name FROM channel WHERE Channel_ID IN (SELECT Channel_ID FROM director_admin ORDER BY Director_ID LIMIT 1)
121,122,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM T1 WHERE TEXT_FIELD_3 LIKE '%bbc%' OR TEXT_FIELD_4 LIKE '%bbc%' OR TEXT_FIELD_5 LIKE '%bbc%',SELECT count(*) FROM channel WHERE Analogue_terrestrial_channel LIKE '%bbc%' OR Digital_terrestrial_channel LIKE '%bbc%' OR Internet LIKE '%bbc%'
122,127,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 ORDER BY T3.CHRONOLOGICAL_MARKER_10 DESC LIMIT 1,SELECT channel.Name FROM channel JOIN program ON channel.Channel_ID = program.Channel_ID ORDER BY program.Start_Year DESC LIMIT 1
123,128,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.TEXT_FIELD_3 FROM T1 WHERE T1.IDENTIFIER_PRIMARY_1 IN ( SELECT T3.IDENTIFIER_REFERENCE_13 FROM T3 GROUP BY T3.IDENTIFIER_REFERENCE_13 HAVING COUNT(*) > 1 )","SELECT channel.Name, channel.Analogue_terrestrial_channel FROM channel WHERE channel.Channel_ID IN ( SELECT program.Channel_ID FROM program GROUP BY program.Channel_ID HAVING COUNT(*) > 1 )"
124,129,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, COUNT(T3.IDENTIFIER_PRIMARY_9) FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 GROUP BY T1.IDENTIFIER_PRIMARY_1, T1.DESCRIPTIVE_ATTRIBUTE_2","SELECT channel.Name, COUNT(program.Program_ID) FROM channel JOIN program ON channel.Channel_ID = program.Channel_ID GROUP BY channel.Channel_ID, channel.Name"
125,131,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.DESCRIPTIVE_ATTRIBUTE_2 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 WHERE T3.DESCRIPTIVE_ATTRIBUTE_11 = 'Dracula',SELECT channel.Name FROM channel JOIN program ON channel.Channel_ID = program.Channel_ID WHERE program.Title = 'Dracula'
126,138,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.DESCRIPTIVE_ATTRIBUTE_2, T1.TEXT_FIELD_3 FROM T1","SELECT tv_show.tv_show_name, tv_show.Sub_tittle FROM tv_show"
127,140,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.TEXT_FIELD_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 WHERE T2.DESCRIPTIVE_ATTRIBUTE_9 > 150 OR T2.DESCRIPTIVE_ATTRIBUTE_9 < 30,SELECT radio.Transmitter FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID WHERE city_channel_radio.Is_online > 150 OR city_channel_radio.Is_online < 30
128,141,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T1.TEXT_FIELD_2 FROM T1 JOIN T2 ON T1.IDENTIFIER_PRIMARY_1 = T2.IDENTIFIER_REFERENCE_8 ORDER BY T2.DESCRIPTIVE_ATTRIBUTE_9 DESC LIMIT 1,SELECT radio.Transmitter FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID ORDER BY city_channel_radio.Is_online DESC LIMIT 1
129,143,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_7, COUNT(*) FROM T2 GROUP BY DESCRIPTIVE_ATTRIBUTE_7","SELECT tv_show_name, COUNT(*) FROM tv_show GROUP BY tv_show_name"
130,146,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DESCRIPTIVE_ATTRIBUTE_2, DESCRIPTIVE_ATTRIBUTE_3 FROM T1 ORDER BY DESCRIPTIVE_ATTRIBUTE_3 ASC","SELECT City, Station_name FROM city_channel ORDER BY Station_name ASC"
131,147,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.TEXT_FIELD_7, T2.TEXT_FIELD_8 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_PRIMARY_12 JOIN T2 ON T3.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_6","SELECT radio.Transmitter, radio.Radio_MHz FROM city_channel JOIN city_channel_radio ON city_channel.ID = city_channel_radio.City_channel_ID JOIN radio ON city_channel_radio.Radio_ID = radio.Radio_ID"
132,149,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.TEXT_FIELD_7, COUNT(T3.IDENTIFIER_PRIMARY_12) AS city_channels_count FROM T2 JOIN T3 ON T3.IDENTIFIER_REFERENCE_13 = T2.IDENTIFIER_PRIMARY_6 GROUP BY T2.TEXT_FIELD_7","SELECT radio.Transmitter, COUNT(city_channel_radio.City_channel_ID) AS city_channels_count FROM radio JOIN city_channel_radio ON city_channel_radio.Radio_ID = radio.Radio_ID GROUP BY radio.Transmitter"
133,157,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT MAX(NUMERIC_FIELD_4), AVG(NUMERIC_FIELD_4) FROM T1 WHERE TEXT_FIELD_2 = 'Zhuzhou'","SELECT MAX(Top_Speed), AVG(Top_Speed) FROM vehicle WHERE Model = 'Zhuzhou'"
134,158,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT MAX(NUMERIC_FIELD_4) as max_power, AVG(NUMERIC_FIELD_4) as avg_power FROM T1 WHERE TEXT_FIELD_2 = 'Zhuzhou'","SELECT MAX(Top_Speed) as max_power, AVG(Top_Speed) as avg_power FROM vehicle WHERE Model = 'Zhuzhou'"
135,161,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.NUMERIC_FIELD_4, T1.NUMERIC_FIELD_5 FROM T1 WHERE T1.CHRONOLOGICAL_MARKER_3 = ""1996""","SELECT vehicle.Top_Speed, vehicle.Power FROM vehicle WHERE vehicle.Build_Year = ""1996"""
136,162,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT NUMERIC_FIELD_4, NUMERIC_FIELD_5 FROM T1 WHERE CHRONOLOGICAL_MARKER_3 = '1996'","SELECT Top_Speed, Power FROM vehicle WHERE Build_Year = '1996'"
137,163,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.CHRONOLOGICAL_MARKER_3, T2.DESCRIPTIVE_ATTRIBUTE_9, T2.TEXT_FIELD_10 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 JOIN T2 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8","SELECT vehicle.Build_Year, driver.Name, driver.Citizenship FROM vehicle JOIN vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID"
138,164,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T1.CHRONOLOGICAL_MARKER_3, T2.DESCRIPTIVE_ATTRIBUTE_9, T2.TEXT_FIELD_10 FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 JOIN T2 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8","SELECT vehicle.Build_Year, driver.Name, driver.Citizenship FROM vehicle JOIN vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID"
139,165,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.IDENTIFIER_PRIMARY_8) FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 JOIN T1 ON T3.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.CHRONOLOGICAL_MARKER_3 = '2012',SELECT COUNT(DISTINCT driver.Driver_ID) FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Build_Year = '2012'
140,166,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.IDENTIFIER_PRIMARY_8) FROM T1 JOIN T3 ON T1.IDENTIFIER_PRIMARY_1 = T3.IDENTIFIER_REFERENCE_13 JOIN T2 ON T3.IDENTIFIER_PRIMARY_12 = T2.IDENTIFIER_PRIMARY_8 WHERE T1.CHRONOLOGICAL_MARKER_3 = '2012',SELECT COUNT(DISTINCT driver.Driver_ID) FROM vehicle JOIN vehicle_driver ON vehicle.Vehicle_ID = vehicle_driver.Vehicle_ID JOIN driver ON vehicle_driver.Driver_ID = driver.Driver_ID WHERE vehicle.Build_Year = '2012'
141,173,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT T2.DESCRIPTIVE_ATTRIBUTE_9 FROM T2 JOIN T3 ON T2.IDENTIFIER_PRIMARY_8 = T3.IDENTIFIER_PRIMARY_12 JOIN T1 ON T3.IDENTIFIER_REFERENCE_13 = T1.IDENTIFIER_PRIMARY_1 WHERE T1.NUMERIC_FIELD_4 > 100 OR T1.NUMERIC_FIELD_5 > 150,SELECT driver.Name FROM driver JOIN vehicle_driver ON driver.Driver_ID = vehicle_driver.Driver_ID JOIN vehicle ON vehicle_driver.Vehicle_ID = vehicle.Vehicle_ID WHERE vehicle.Top_Speed > 100 OR vehicle.Power > 150
