pos,test_idx,db_id_gold,db_id_used,broker_pick,broker_correct,re_picked,retries,exec_success,difficulty,model_used,masked_sql,real_sql
116,114,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT T1.invoice_number, T1.invoice_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number GROUP BY T1.invoice_number, T1.invoice_date HAVING COUNT(T2.shipment_id) >= 2","SELECT DISTINCT T1.invoice_number, T1.invoice_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number = T2.invoice_number GROUP BY T1.invoice_number, T1.invoice_date HAVING COUNT(T2.shipment_id) >= 2"
117,115,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Invoices.invoice_number, Invoices.invoice_date FROM Invoices JOIN Shipments ON Invoices.invoice_number = Shipments.invoice_number GROUP BY Invoices.invoice_number, Invoices.invoice_date HAVING COUNT(Shipments.shipment_id) >= 2","SELECT Invoices.invoice_number, Invoices.invoice_date FROM Invoices JOIN Shipments ON Invoices.invoice_number = Shipments.invoice_number GROUP BY Invoices.invoice_number, Invoices.invoice_date HAVING COUNT(Shipments.shipment_id) >= 2"
118,116,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT shipment_tracking_number, shipment_date FROM Shipments","SELECT shipment_tracking_number, shipment_date FROM Shipments"
119,117,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT shipment_tracking_number, shipment_date FROM Shipments","SELECT shipment_tracking_number, shipment_date FROM Shipments"
120,121,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Name FROM director WHERE Age = (SELECT MAX(Age) FROM director),SELECT Name FROM director WHERE Age = (SELECT MAX(Age) FROM director)
121,122,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT count(*) FROM channel WHERE Internet LIKE '%bbc%',SELECT count(*) FROM channel WHERE Internet LIKE '%bbc%'
122,127,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Title FROM program ORDER BY Start_Year DESC LIMIT 1,SELECT Title FROM program ORDER BY Start_Year DESC LIMIT 1
123,128,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT c.Name, c.Internet FROM channel c WHERE c.Channel_ID IN (SELECT Channel_ID FROM program GROUP BY Channel_ID HAVING count(*) > 1)","SELECT c.Name, c.Internet FROM channel c WHERE c.Channel_ID IN (SELECT Channel_ID FROM program GROUP BY Channel_ID HAVING count(*) > 1)"
124,129,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT channel.Name, COUNT(program.Program_ID) as number_of_programs FROM channel LEFT JOIN program ON channel.Channel_ID = program.Channel_ID GROUP BY channel.Channel_ID, channel.Name","SELECT channel.Name, COUNT(program.Program_ID) as number_of_programs FROM channel LEFT JOIN program ON channel.Channel_ID = program.Channel_ID GROUP BY channel.Channel_ID, channel.Name"
125,131,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT d.Name FROM director d JOIN program p ON d.Director_ID = p.Director_ID WHERE p.Title = 'Dracula',SELECT d.Name FROM director d JOIN program p ON d.Director_ID = p.Director_ID WHERE p.Title = 'Dracula'
126,138,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT tv_show_name, Original_Airdate FROM tv_show","SELECT tv_show_name, Original_Airdate FROM tv_show"
127,140,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Transmitter FROM radio WHERE CAST(ERP_kW AS REAL) > 150 OR CAST(ERP_kW AS REAL) < 30,SELECT Transmitter FROM radio WHERE CAST(ERP_kW AS REAL) > 150 OR CAST(ERP_kW AS REAL) < 30
128,141,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Transmitter FROM radio ORDER BY CAST(ERP_kW AS REAL) DESC LIMIT 1,SELECT Transmitter FROM radio ORDER BY CAST(ERP_kW AS REAL) DESC LIMIT 1
129,143,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Affiliation, COUNT(*) FROM city_channel GROUP BY Affiliation","SELECT Affiliation, COUNT(*) FROM city_channel GROUP BY Affiliation"
130,146,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT City, Station_name FROM city_channel ORDER BY Station_name ASC","SELECT City, Station_name FROM city_channel ORDER BY Station_name ASC"
131,147,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT radio.Transmitter, city_channel.City FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID JOIN city_channel ON city_channel_radio.City_channel_ID = city_channel.ID","SELECT radio.Transmitter, city_channel.City FROM radio JOIN city_channel_radio ON radio.Radio_ID = city_channel_radio.Radio_ID JOIN city_channel ON city_channel_radio.City_channel_ID = city_channel.ID"
132,149,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.Transmitter, COUNT(T1.City_channel_ID) AS num_city_channels FROM city_channel_radio AS T1 JOIN radio AS T2 ON T1.Radio_ID = T2.Radio_ID GROUP BY T2.Transmitter","SELECT T2.Transmitter, COUNT(T1.City_channel_ID) AS num_city_channels FROM city_channel_radio AS T1 JOIN radio AS T2 ON T1.Radio_ID = T2.Radio_ID GROUP BY T2.Transmitter"
133,157,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT MAX(Power), AVG(Power) FROM vehicle WHERE Builder = 'Zhuzhou'","SELECT MAX(Power), AVG(Power) FROM vehicle WHERE Builder = 'Zhuzhou'"
134,158,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT MAX(Power) AS max_power, AVG(Power) AS avg_power FROM vehicle WHERE Builder = 'Zhuzhou'","SELECT MAX(Power) AS max_power, AVG(Power) AS avg_power FROM vehicle WHERE Builder = 'Zhuzhou'"
135,161,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Top_Speed, Power FROM vehicle WHERE Build_Year = ""1996""","SELECT Top_Speed, Power FROM vehicle WHERE Build_Year = ""1996"""
136,162,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Top_Speed, Power FROM vehicle WHERE Build_Year = '1996'","SELECT Top_Speed, Power FROM vehicle WHERE Build_Year = '1996'"
137,163,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Build_Year, Model, Builder FROM vehicle","SELECT Build_Year, Model, Builder FROM vehicle"
138,164,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Build_Year, Model, Builder FROM vehicle","SELECT Build_Year, Model, Builder FROM vehicle"
139,165,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT d.Driver_ID) FROM driver AS d JOIN vehicle_driver AS vd ON d.Driver_ID = vd.Driver_ID JOIN vehicle AS v ON vd.Vehicle_ID = v.Vehicle_ID WHERE v.Build_Year = '2012',SELECT COUNT(DISTINCT d.Driver_ID) FROM driver AS d JOIN vehicle_driver AS vd ON d.Driver_ID = vd.Driver_ID JOIN vehicle AS v ON vd.Vehicle_ID = v.Vehicle_ID WHERE v.Build_Year = '2012'
140,166,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT COUNT(DISTINCT T2.Driver_ID) FROM vehicle AS T1 JOIN vehicle_driver AS T2 ON T1.Vehicle_ID = T2.Vehicle_ID WHERE T1.Build_Year = '2012',SELECT COUNT(DISTINCT T2.Driver_ID) FROM vehicle AS T1 JOIN vehicle_driver AS T2 ON T1.Vehicle_ID = T2.Vehicle_ID WHERE T1.Build_Year = '2012'
141,173,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Model FROM vehicle WHERE Total_Production > 100 OR Top_Speed > 150,SELECT Model FROM vehicle WHERE Total_Production > 100 OR Top_Speed > 150
142,174,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Model FROM vehicle WHERE Total_Production > 100 OR Top_Speed > 150,SELECT Model FROM vehicle WHERE Total_Production > 100 OR Top_Speed > 150
143,175,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Model, Build_Year FROM vehicle WHERE Model LIKE '%DJ%'","SELECT Model, Build_Year FROM vehicle WHERE Model LIKE '%DJ%'"
144,176,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Model, Build_Year FROM vehicle WHERE Model LIKE '%DJ%'","SELECT Model, Build_Year FROM vehicle WHERE Model LIKE '%DJ%'"
145,187,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Racing_Series, COUNT(DISTINCT Driver_ID) FROM driver GROUP BY Racing_Series","SELECT Racing_Series, COUNT(DISTINCT Driver_ID) FROM driver GROUP BY Racing_Series"
146,188,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Racing_Series, COUNT(DISTINCT Driver_ID) FROM driver GROUP BY Racing_Series","SELECT Racing_Series, COUNT(DISTINCT Driver_ID) FROM driver GROUP BY Racing_Series"
147,197,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Exam_Name, Exam_Date FROM Exams WHERE Subject_Code != ""Database""","SELECT Exam_Name, Exam_Date FROM Exams WHERE Subject_Code != ""Database"""
148,198,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Exam_Date, Exam_Name FROM Exams WHERE Subject_Code != ""Database""","SELECT Exam_Date, Exam_Name FROM Exams WHERE Subject_Code != ""Database"""
149,201,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Type_of_Question_Code, COUNT(*) as count FROM Questions GROUP BY Type_of_Question_Code","SELECT Type_of_Question_Code, COUNT(*) as count FROM Questions GROUP BY Type_of_Question_Code"
150,202,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Type_of_Question_Code, COUNT(*) FROM Questions GROUP BY Type_of_Question_Code","SELECT Type_of_Question_Code, COUNT(*) FROM Questions GROUP BY Type_of_Question_Code"
151,207,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Student_Answer_Text, COUNT(*) as answer_count FROM Student_Answers GROUP BY Student_Answer_Text ORDER BY answer_count DESC","SELECT Student_Answer_Text, COUNT(*) as answer_count FROM Student_Answers GROUP BY Student_Answer_Text ORDER BY answer_count DESC"
152,208,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Student_Answer_Text, COUNT(*) as frequency FROM Student_Answers GROUP BY Student_Answer_Text ORDER BY frequency DESC","SELECT Student_Answer_Text, COUNT(*) as frequency FROM Student_Answers GROUP BY Student_Answer_Text ORDER BY frequency DESC"
153,209,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Students.First_Name, Student_Answers.Date_of_Answer FROM Students JOIN Student_Answers ON Students.Student_ID = Student_Answers.Student_ID","SELECT Students.First_Name, Student_Answers.Date_of_Answer FROM Students JOIN Student_Answers ON Students.Student_ID = Student_Answers.Student_ID"
154,210,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Students.First_Name, Student_Answers.Date_of_Answer FROM Student_Answers JOIN Students ON Student_Answers.Student_ID = Students.Student_ID","SELECT Students.First_Name, Student_Answers.Date_of_Answer FROM Student_Answers JOIN Students ON Student_Answers.Student_ID = Students.Student_ID"
155,211,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT t1.Email_Adress, t3.Date_of_Answer FROM Students AS t1 JOIN Student_Answers AS t3 ON t1.Student_ID = t3.Student_ID ORDER BY t3.Date_of_Answer DESC","SELECT DISTINCT t1.Email_Adress, t3.Date_of_Answer FROM Students AS t1 JOIN Student_Answers AS t3 ON t1.Student_ID = t3.Student_ID ORDER BY t3.Date_of_Answer DESC"
156,212,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT T2.Email_Adress, T1.Date_of_Answer FROM Student_Answers AS T1 JOIN Students AS T2 ON T1.Student_ID = T2.Student_ID ORDER BY T1.Date_of_Answer DESC","SELECT T2.Email_Adress, T1.Date_of_Answer FROM Student_Answers AS T1 JOIN Students AS T2 ON T1.Student_ID = T2.Student_ID ORDER BY T1.Date_of_Answer DESC"
157,215,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT First_Name FROM Students WHERE Student_ID IN (SELECT Student_ID FROM Student_Answers GROUP BY Student_ID HAVING COUNT(*) >= 2),SELECT First_Name FROM Students WHERE Student_ID IN (SELECT Student_ID FROM Student_Answers GROUP BY Student_ID HAVING COUNT(*) >= 2)
158,216,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,SELECT S.First_Name FROM Students S JOIN Student_Answers SA ON S.Student_ID = SA.Student_ID GROUP BY S.Student_ID HAVING COUNT(*) >= 2,SELECT S.First_Name FROM Students S JOIN Student_Answers SA ON S.Student_ID = SA.Student_ID GROUP BY S.Student_ID HAVING COUNT(*) >= 2
159,221,online_exams,online_exams,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT Gender_MFU, COUNT(*) FROM Students GROUP BY Gender_MFU","SELECT Gender_MFU, COUNT(*) FROM Students GROUP BY Gender_MFU"
160,14,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Country FROM player WHERE Wins_count > 2 ORDER BY Earnings DESC LIMIT 1,SELECT Country FROM player WHERE Wins_count > 2 ORDER BY Earnings DESC LIMIT 1
161,15,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Country FROM player WHERE Wins_count > 2 ORDER BY Earnings DESC LIMIT 1,SELECT Country FROM player WHERE Wins_count > 2 ORDER BY Earnings DESC LIMIT 1
162,22,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT c.Name FROM club AS c JOIN player AS p ON c.Club_ID = p.Club_ID GROUP BY c.Club_ID ORDER BY AVG(p.Earnings) DESC,SELECT c.Name FROM club AS c JOIN player AS p ON c.Club_ID = p.Club_ID GROUP BY c.Club_ID ORDER BY AVG(p.Earnings) DESC
163,23,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Club_ID ORDER BY AVG(player.Earnings) DESC,SELECT club.Name FROM club JOIN player ON club.Club_ID = player.Club_ID GROUP BY club.Club_ID ORDER BY AVG(player.Earnings) DESC
164,26,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Manufacturer FROM club GROUP BY Manufacturer ORDER BY count(*) DESC LIMIT 1,SELECT Manufacturer FROM club GROUP BY Manufacturer ORDER BY count(*) DESC LIMIT 1
165,27,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Manufacturer FROM club GROUP BY Manufacturer ORDER BY count(*) DESC LIMIT 1,SELECT Manufacturer FROM club GROUP BY Manufacturer ORDER BY count(*) DESC LIMIT 1
166,32,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Name FROM club WHERE Club_ID NOT IN (SELECT Club_ID FROM player),SELECT Name FROM club WHERE Club_ID NOT IN (SELECT Club_ID FROM player)
167,33,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Name FROM club WHERE Club_ID NOT IN (SELECT DISTINCT Club_ID FROM player),SELECT Name FROM club WHERE Club_ID NOT IN (SELECT DISTINCT Club_ID FROM player)
168,34,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Country FROM player WHERE Earnings > 1400000 OR Earnings < 1100000,SELECT Country FROM player WHERE Earnings > 1400000 OR Earnings < 1100000
169,35,soccer_3,soccer_3,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Country FROM player WHERE Earnings > 1400000 INTERSECT SELECT Country FROM player WHERE Earnings < 1100000,SELECT Country FROM player WHERE Earnings > 1400000 INTERSECT SELECT Country FROM player WHERE Earnings < 1100000
170,44,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT O.date_order_placed FROM Orders AS O WHERE O.date_order_placed = (SELECT MIN(date_order_placed) FROM Orders) OR O.order_id IN ( SELECT O2.order_id FROM Orders AS O2 JOIN Order_Items AS OI ON O2.order_id = OI.order_id GROUP BY O2.order_id HAVING COUNT(*) > 1 ),SELECT DISTINCT O.date_order_placed FROM Orders AS O WHERE O.date_order_placed = (SELECT MIN(date_order_placed) FROM Orders) OR O.order_id IN ( SELECT O2.order_id FROM Orders AS O2 JOIN Order_Items AS OI ON O2.order_id = OI.order_id GROUP BY O2.order_id HAVING COUNT(*) > 1 )
171,45,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT date_order_placed FROM Orders WHERE date_order_placed = (SELECT MIN(date_order_placed) FROM Orders) UNION SELECT o.date_order_placed FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id GROUP BY o.order_id HAVING COUNT(oi.order_item_id) > 1,SELECT date_order_placed FROM Orders WHERE date_order_placed = (SELECT MIN(date_order_placed) FROM Orders) UNION SELECT o.date_order_placed FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id GROUP BY o.order_id HAVING COUNT(oi.order_item_id) > 1
172,49,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT P.product_id, P.product_name, P.product_price, P.product_color FROM Products AS P JOIN Order_Items AS OI ON P.product_id = OI.product_id GROUP BY P.product_id HAVING COUNT(DISTINCT OI.order_id) < 2","SELECT P.product_id, P.product_name, P.product_price, P.product_color FROM Products AS P JOIN Order_Items AS OI ON P.product_id = OI.product_id GROUP BY P.product_id HAVING COUNT(DISTINCT OI.order_id) < 2"
173,56,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT payment_method_code FROM Customer_Payment_Methods GROUP BY payment_method_code ORDER BY COUNT(*) DESC LIMIT 1,SELECT payment_method_code FROM Customer_Payment_Methods GROUP BY payment_method_code ORDER BY COUNT(*) DESC LIMIT 1
174,57,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT payment_method_code FROM Customer_Payment_Methods GROUP BY payment_method_code ORDER BY COUNT(*) DESC LIMIT 1,SELECT payment_method_code FROM Customer_Payment_Methods GROUP BY payment_method_code ORDER BY COUNT(*) DESC LIMIT 1
175,58,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT c.gender_code, COUNT(p.product_id) AS number_of_products FROM Customers c JOIN Products p ON c.customer_id = p.product_id GROUP BY c.gender_code","SELECT c.gender_code, COUNT(p.product_id) AS number_of_products FROM Customers c JOIN Products p ON c.customer_id = p.product_id GROUP BY c.gender_code"
176,59,e_commerce,e_commerce,,,False,1,True,,claude-haiku-4-5-20251001,SELECT 'Unable to determine - gender information not available in schema' AS result,SELECT 'Unable to determine - gender information not available in schema' AS result
177,66,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT p.product_name, s.shipment_date FROM Products p JOIN Order_Items oi ON p.product_id = oi.product_id JOIN Shipment_Items si ON oi.order_item_id = si.order_item_id JOIN Shipments s ON si.shipment_id = s.shipment_id","SELECT DISTINCT p.product_name, s.shipment_date FROM Products p JOIN Order_Items oi ON p.product_id = oi.product_id JOIN Shipment_Items si ON oi.order_item_id = si.order_item_id JOIN Shipments s ON si.shipment_id = s.shipment_id"
178,67,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT p.product_name, s.shipment_date FROM Products p JOIN Order_Items oi ON p.product_id = oi.product_id JOIN Shipment_Items si ON oi.order_item_id = si.order_item_id JOIN Shipments s ON si.shipment_id = s.shipment_id ORDER BY s.shipment_date","SELECT DISTINCT p.product_name, s.shipment_date FROM Products p JOIN Order_Items oi ON p.product_id = oi.product_id JOIN Shipment_Items si ON oi.order_item_id = si.order_item_id JOIN Shipments s ON si.shipment_id = s.shipment_id ORDER BY s.shipment_date"
179,70,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT P.product_name, P.product_color FROM Products P JOIN Order_Items OI ON P.product_id = OI.product_id JOIN Shipment_Items SI ON OI.order_item_id = SI.order_item_id JOIN Shipments S ON SI.shipment_id = S.shipment_id","SELECT DISTINCT P.product_name, P.product_color FROM Products P JOIN Order_Items OI ON P.product_id = OI.product_id JOIN Shipment_Items SI ON OI.order_item_id = SI.order_item_id JOIN Shipments S ON SI.shipment_id = S.shipment_id"
180,71,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT T1.product_name, T1.product_color FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id = T3.order_item_id","SELECT DISTINCT T1.product_name, T1.product_color FROM Products AS T1 JOIN Order_Items AS T2 ON T1.product_id = T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id = T3.order_item_id"
181,74,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT i.invoice_status_code FROM Invoices i WHERE i.invoice_number NOT IN ( SELECT DISTINCT invoice_number FROM Shipments WHERE invoice_number IS NOT NULL ),SELECT DISTINCT i.invoice_status_code FROM Invoices i WHERE i.invoice_number NOT IN ( SELECT DISTINCT invoice_number FROM Shipments WHERE invoice_number IS NOT NULL )
182,75,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT i.invoice_status_code FROM Invoices AS i JOIN Shipments AS s ON i.invoice_number = s.invoice_number WHERE s.shipment_id NOT IN (SELECT shipment_id FROM Shipment_Items),SELECT DISTINCT i.invoice_status_code FROM Invoices AS i JOIN Shipments AS s ON i.invoice_number = s.invoice_number WHERE s.shipment_id NOT IN (SELECT shipment_id FROM Shipment_Items)
183,76,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT o.order_id, o.date_order_placed, SUM(p.product_price) as total_cost FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id JOIN Products p ON oi.product_id = p.product_id GROUP BY o.order_id, o.date_order_placed","SELECT o.order_id, o.date_order_placed, SUM(p.product_price) as total_cost FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id JOIN Products p ON oi.product_id = p.product_id GROUP BY o.order_id, o.date_order_placed"
184,77,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT o.order_id, o.date_order_placed, SUM(p.product_price) AS total_amount_paid FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id JOIN Products p ON oi.product_id = p.product_id GROUP BY o.order_id, o.date_order_placed","SELECT o.order_id, o.date_order_placed, SUM(p.product_price) AS total_amount_paid FROM Orders o JOIN Order_Items oi ON o.order_id = oi.order_id JOIN Products p ON oi.product_id = p.product_id GROUP BY o.order_id, o.date_order_placed"
185,98,e_commerce,e_commerce,,,False,1,True,,claude-haiku-4-5-20251001,SELECT product_name FROM Products,SELECT product_name FROM Products
186,99,e_commerce,e_commerce,,,False,1,True,,claude-haiku-4-5-20251001,"SELECT 'No buyers table available' AS first_name, product_name AS product FROM Products WHERE 1=0","SELECT 'No buyers table available' AS first_name, product_name AS product FROM Products WHERE 1=0"
187,108,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT O.date_order_placed FROM Orders AS O JOIN Customers AS C ON O.customer_id = C.customer_id WHERE C.customer_id IN ( SELECT customer_id FROM Customer_Payment_Methods GROUP BY customer_id HAVING count(*) >= 2 ),SELECT O.date_order_placed FROM Orders AS O JOIN Customers AS C ON O.customer_id = C.customer_id WHERE C.customer_id IN ( SELECT customer_id FROM Customer_Payment_Methods GROUP BY customer_id HAVING count(*) >= 2 )
188,109,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT o.date_order_placed FROM Orders o WHERE o.customer_id IN ( SELECT customer_id FROM Customer_Payment_Methods GROUP BY customer_id HAVING COUNT(*) >= 2 ),SELECT o.date_order_placed FROM Orders o WHERE o.customer_id IN ( SELECT customer_id FROM Customer_Payment_Methods GROUP BY customer_id HAVING COUNT(*) >= 2 )
189,110,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT order_status_code FROM Orders GROUP BY order_status_code ORDER BY COUNT(*) ASC LIMIT 1,SELECT order_status_code FROM Orders GROUP BY order_status_code ORDER BY COUNT(*) ASC LIMIT 1
190,111,e_commerce,e_commerce,,,False,0,True,,claude-haiku-4-5-20251001,SELECT order_status_code FROM Orders GROUP BY order_status_code ORDER BY count(*) ASC LIMIT 1,SELECT order_status_code FROM Orders GROUP BY order_status_code ORDER BY count(*) ASC LIMIT 1
191,120,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Name FROM director WHERE Age > (SELECT AVG(Age) FROM director),SELECT Name FROM director WHERE Age > (SELECT AVG(Age) FROM director)
192,135,bbc_channels,bbc_channels,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT DISTINCT c.Channel_ID, c.Name FROM channel AS c WHERE c.Channel_ID NOT IN ( SELECT da.Channel_ID FROM director_admin AS da JOIN director AS d ON da.Director_ID = d.Director_ID WHERE d.Name = 'Hank Baskett' )","SELECT DISTINCT c.Channel_ID, c.Name FROM channel AS c WHERE c.Channel_ID NOT IN ( SELECT da.Channel_ID FROM director_admin AS da JOIN director AS d ON da.Director_ID = d.Director_ID WHERE d.Name = 'Hank Baskett' )"
193,144,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Affiliation FROM city_channel GROUP BY Affiliation ORDER BY count(*) DESC LIMIT 1,SELECT Affiliation FROM city_channel GROUP BY Affiliation ORDER BY count(*) DESC LIMIT 1
194,148,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,"SELECT r.Transmitter, cc.Station_name FROM radio AS r JOIN city_channel_radio AS ccr ON r.Radio_ID = ccr.Radio_ID JOIN city_channel AS cc ON ccr.City_channel_ID = cc.ID ORDER BY r.ERP_kW DESC","SELECT r.Transmitter, cc.Station_name FROM radio AS r JOIN city_channel_radio AS ccr ON r.Radio_ID = ccr.Radio_ID JOIN city_channel AS cc ON ccr.City_channel_ID = cc.ID ORDER BY r.ERP_kW DESC"
195,150,tv_shows,tv_shows,,,False,0,True,,claude-haiku-4-5-20251001,SELECT DISTINCT T1.Transmitter FROM radio AS T1 WHERE T1.Radio_ID NOT IN (SELECT T2.Radio_ID FROM city_channel_radio AS T2),SELECT DISTINCT T1.Transmitter FROM radio AS T1 WHERE T1.Radio_ID NOT IN (SELECT T2.Radio_ID FROM city_channel_radio AS T2)
196,151,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Model FROM vehicle WHERE Power > 6000 ORDER BY Top_Speed DESC LIMIT 1,SELECT Model FROM vehicle WHERE Power > 6000 ORDER BY Top_Speed DESC LIMIT 1
197,152,vehicle_driver,vehicle_driver,,,False,0,True,,claude-haiku-4-5-20251001,SELECT Model FROM vehicle WHERE Power > 6000 ORDER BY Top_Speed DESC LIMIT 1,SELECT Model FROM vehicle WHERE Power > 6000 ORDER BY Top_Speed DESC LIMIT 1
